url	title	meta_description
https://www.miaohelaw.ca/blog/electronic-evidence-ontario-family-court/	微信、银行截图、录音能在安省家庭法庭做证据吗？	在安省家庭法庭，微信记录、银行截图、录音能不能作为证据？答案是有条件的——书面电子记录原则上可采，录音要看录制情境，所有证据都必须由证人在庭上引入并证明真实性。何淼律师从代理华人离婚案件的实务经验出发，讲解三类电子证据的采信规则、真实性证明难点、加中证据规则的关键差异，以及实务中最常踩雷的环节。
https://www.miaohelaw.ca/blog/expert-witness-chinese-marriage-law-ontario/	在加拿大离婚，什么情况下需要中国婚姻法专家证人？	加拿大法庭的证据规则与中国完全不同——所有证据必须通过证人证言引入。何淼律师解析何时需要中国婚姻法专家证人，以及专家证人在法庭上的角色与中立立场。
https://www.miaohelaw.ca/blog/high-net-worth-divorce-ontario/	高净值离婚：隐藏资产怎么查？境外资产怎么追？	离婚涉及大额资产、公司股权、境外账户时，如何防止对方隐匿转移？何淼律师详解高净值离婚的资产追查手段、紧急保全申请和取证策略。
https://www.miaohelaw.ca/blog/how-to-choose-markham-family-lawyer/	如何选好的万锦家庭法律师：在安省，找一个能听懂你委屈、更能帮你拿回权益的人	在万锦与全安省，好的家庭法律师既要接住你的情绪与故事，也要在按小时计费下把控时间、筛掉对案件无助的重复叙述，并把可被法官采纳的情节翻译成清晰的法律论证。本文由何淼律师从聆听、计费效率与庭审表达三方面，说明如何识别真正适合你个案的律师。当案件同时牵涉子女与财产，能否快速锁定争议焦点并坦诚沟通风险，同样关键。
https://www.miaohelaw.ca/blog/how-to-choose-toronto-chinese-divorce-lawyer/	如何挑选多伦多最好的华人离婚律师？	在多伦多、万锦、列治文山、士嘉堡及安省范围内，华人离婚案件差异很大。何淼律师说明为何应多咨询几位律师、如何在初次面谈中判断专业度，以及如何匹配案件结构。
https://www.miaohelaw.ca/blog/imputed-income-child-support-ontario/	对方故意不工作来逃避抚养费，怎么办？	在安省，故意失业或减少收入来逃避子女抚养费是无效策略。法院有权推定收入（Imputed Income）。何淼律师解析法律机制与证据策略，并分享真实案例：成功申请一次性支付抚养费。
https://www.miaohelaw.ca/blog/imputed-income-spousal-support-ontario/	配偶赡养费也能「推定收入」吗？安省法院如何认定真实负担能力	子女抚养费中的推定收入常被讨论，配偶赡养同样取决于支付方的真实负担能力。何淼律师说明：当申报收入与职业能力、生意流水或 lifestyle 明显不符时，法院如何在 entitlement 与 SSAG 顾问区间之外运用裁量权认定收入。
https://www.miaohelaw.ca/blog/	博客文章 | 何淼律师 — Ontario家庭法律师	何淼律师撰写的Ontario家庭法文章，涵盖离婚、子女监护、财产分割、婚前协议、跨境资产等华人最关心的法律问题。
https://www.miaohelaw.ca/blog/net-family-property-ontario/	Ontario婚姻财产分割：NFP计算方法和华人家庭常见陷阱	Ontario离婚财产分割基于净家庭财产（NFP）计算，不是简单平分。何淼律师详解NFP公式、婚前资产豁免、婚姻住所特殊规则，以及华人家庭最容易踩的陷阱。
https://www.miaohelaw.ca/blog/new-immigrant-divorce-ontario/	新移民在加拿大离婚：PR身份、移民监、配偶担保会受影响吗？	刚移民加拿大就面临离婚？PR身份会失去吗？被担保人离婚后担保责任怎么算？何淼律师详解新移民离婚的移民法与家庭法交叉问题。
https://www.miaohelaw.ca/blog/no-fault-divorce-domestic-violence-ontario/	安省是「无过错离婚」，但家暴真的对结果没影响吗？	安省离婚多以一年分居为 grounds，但家暴并非「零影响」。本文从子女监护、婚姻住房排他性居住、赡养与财产三方面拆解实务后果，并说明 Restraining Order 与证据保全的第一步。
https://www.miaohelaw.ca/blog/ontario-divorce-five-myths/	安省离婚五大常见误区：分居、抚养与探视别搞混	在安省处理离婚时，分居满一年、同住分居、子女安排与抚养费常被误解。何淼律师说明《离婚法》下的离婚理由、家庭法分居与 CRA 标准的差异，以及抚养费与 parenting time 为何不能互相抵扣。
https://www.miaohelaw.ca/blog/ontario-divorce-property-division/	安省离婚财产怎么分？多伦多律师详解财产平分与婚房陷阱	2026年安省家庭法指南：Equalization 差额补偿计算公式全解析。多伦多华人离婚律师 Miao He 详解 NFP 平分制度、婚房陷阱与同居误区。
https://www.miaohelaw.ca/blog/ontario-divorce-timeline-2026/	Ontario 离婚需要多长时间？2026 年完整流程指南	Ontario 离婚从分居到拿到 Divorce Order 需要多久？详解无争议离婚（4-8个月）、争议离婚（1-3年）的完整时间线、关键节点和常见拖延原因。
https://www.miaohelaw.ca/blog/ontario-family-court-procedures-regional-differences/	安省家庭法「一张图」不够用：Toronto、Newmarket、Ottawa、North Bay 的法庭程序差在哪里？	网上能搜到的多是标准流程；实务中各区法院在申请变更、第一次 case conference、庭审排期以及线下/线上安排上常有不同。何淼律师结合在 GTA 及安省多地办案的体会，说明这些差异为何重要、对自行代理与新手律师意味着什么。
https://www.miaohelaw.ca/blog/ontario-restraining-order-chinese-family/	在安省申请 Restraining Order：华人家庭面对家暴时，法律能提供哪些紧急保护？	安省家暴禁制令实务指南——华人家庭如何申请 Restraining Order、紧急动议程序、证据准备、移民身份与孩子保护。何淼律师家庭法专业解读。
https://www.miaohelaw.ca/blog/ontario-spousal-support-ssag-imputed-income-misconceptions/	安省配偶抚养费怎么算？SSAG、imputed income 与华人最容易踩的 3 个坑	安省配偶抚养费与子女抚养费的计算逻辑完全不同：SSAG 只是指导性参考文件，不是必须遵循的标准。何淼律师从中加双执照角度详解收入认定、imputed income 举证、婚姻年限、生活水平等 factor 如何影响最终判付金额和年限。
https://www.miaohelaw.ca/blog/ontario-vs-china-child-spousal-support-comparison/	安省抚养费 vs 中国抚养费：6 个关键认定差异，华人父母最容易踩的坑	在加拿大安省，子女抚养费根据 Federal Child Support Guidelines 准则按支付方税前收入计算；高收入家庭可超出标准。计算收入和财产看的是全球范围，与中国法院差别很大。配偶赡养费在中国罕见，但安省有完整制度。何淼律师从中加双执照角度逐条对比。
https://www.miaohelaw.ca/blog/page/2/	博客文章 · 第2页 | 何淼律师 — Ontario家庭法律师	何淼律师家庭法博客第2页，共 34 篇文章。涵盖离婚、子女监护、财产分割、婚前协议等安省家庭法实用内容。
https://www.miaohelaw.ca/blog/page/3/	博客文章 · 第3页 | 何淼律师 — Ontario家庭法律师	何淼律师家庭法博客第3页，共 34 篇文章。涵盖离婚、子女监护、财产分割、婚前协议等安省家庭法实用内容。
https://www.miaohelaw.ca/blog/page/4/	博客文章 · 第4页 | 何淼律师 — Ontario家庭法律师	何淼律师家庭法博客第4页，共 34 篇文章。涵盖离婚、子女监护、财产分割、婚前协议等安省家庭法实用内容。
https://www.miaohelaw.ca/blog/prenuptial-agreement-ontario-2026/	婚前协议在Ontario有法律效力吗？5个华人常见误区	很多人以为婚前协议签了就万事大吉，但Ontario法院推翻婚前协议的案例并不少见。何淼律师详解婚前协议的法律要求、5个常见误区和起草注意事项。
https://www.miaohelaw.ca/blog/prenuptial-agreement-validity-ontario/	婚前协议签了真的有用吗？哪些情况会被法院推翻？	很多人以为签了婚前协议就高枕无忧，但实践中大量婚前协议因形式问题或约定不明而被推翻。何淼律师从实务角度解析婚前协议的有效条件和常见陷阱。
https://www.miaohelaw.ca/blog/separation-agreement-validity-ontario/	分居协议签了之后还能反悔吗？	分居协议签署后原则上具有法律约束力，但在特定情况下可以被推翻。何淼律师解析哪些情况协议无效、哪些情况不可撤销，以及双方同意时如何变更。
https://www.miaohelaw.ca/blog/separation-agreement-vs-divorce-ontario/	分居协议 vs 离婚：有什么区别？我该选哪个？	分居和离婚在Ontario有什么法律区别？分居协议能解决什么问题？什么情况下应该先签分居协议而不急着离婚？何淼律师详解两者的适用场景。
https://www.miaohelaw.ca/blog/separation-date-vs-divorce-date-ontario/	离婚前先查财产：为什么分居日比离婚日更重要？	很多华人按照中国的法律思维，以为财产分割从离婚日开始计算——这是一个代价高昂的误解。在加拿大安省，决定你能拿多少财产的关键日期是分居日，不是离婚日。
https://www.miaohelaw.ca/blog/separation-vs-divorce-ontario/	分居和离婚的区别详解	在加拿大，分居是&#34;事实状态&#34;，离婚是&#34;法律程序&#34;——两者在法律后果、可逆性与程序要求上完全不同。分居无需法院、可同屋进行；90天复合规则直接影响分居日起算；离婚必须经法院判决，婚姻才彻底终止。很多华人客户误以为分居久了就自动离婚——实际上不主动申请，婚姻关系永远存在。何淼律师详解三大常见误区。
https://www.miaohelaw.ca/blog/spousal-child-support-ontario/	对方不付抚养费怎么办？Ontario强制执行手段详解	离婚后对方拒付或拖欠子女抚养费、配偶抚养费怎么办？何淼律师详解Ontario家庭责任办公室（FRO）、工资扣押、银行账户冻结等强制执行手段。
https://www.miaohelaw.ca/blog/toronto-divorce-lawyer-fees-3000-vs-30000/	多伦多离婚律师费用全解：3000 到 3 万，这些钱究竟花在哪里？	无争议 package 与按小时计费差在哪？6 分钟计费单元、法院规费、账单评估（assessment）与 retainer 一文说清——帮你理解多伦多离婚律师费从三千到三万常见的落差原因。
https://www.miaohelaw.ca/brampton-family-lawyer/	Brampton 宾顿家庭法律师 | 何淼律师 | 离婚 · 子女监护 · 婚前协议	何淼律师为 Brampton 宾顿华人提供中英双语家庭法服务。离婚、子女监护、婚前协议、跨境资产。Peel Region 法院经验丰富。647-930-6688。
https://www.miaohelaw.ca/case-results/	案例结果 | 何淼律师真实案件成果 — Ontario 家庭法	何淼律师真实案件成果展示。跨境资产追回、离婚诉讼、子女监护、婚前协议。Yang v. Li 2024 ONSC 4801，Li v. Jiang 2026 ONSC 561。647-930-6688。
https://www.miaohelaw.ca/contact/	联系何淼律师 | 多伦多华人离婚律师 | Markham GTA | H. LAW FIRM 恒. 律师事务所	联系 Miao He（何淼）律师预约家庭法咨询。多伦多华人离婚律师，服务 GTA 全区，中英双语，647-930-6688，miao@miaohelaw.ca。
https://www.miaohelaw.ca/cross-border-asset-divorce-lawyer-gta/	跨境资产离婚律师 GTA | 何淼律师 — 中国房产境外账户处理	离婚涉及中国房产、境外账户或跨国资产？何淼律师持中加双重执照，专注跨境资产追回，曾成功追回逾30万加元。GTA华人首选。647-930-6688。
https://www.miaohelaw.ca/dual-licensed-china-canada-family-lawyer/	中加双执照家庭法律师 | 何淼律师 — Ontario及中国双重执照	何淼律师同时持有Ontario及中国律师执照，专门处理涉及中国境内房产、账户、公司股权的华人离婚案件。GTA唯一中加双执照家庭法律师。647-930-6688。
https://www.miaohelaw.ca/en/about/	About Miao He — Dual-Licensed Family Lawyer Toronto | Ontario & China | H. LAW FIRM	Miao He (何淼) is dual-licensed in Ontario and China, with 15+ years of GTA family law experience. Expert Witness in Chinese family law, Notary Public, Osgoode Hall LL.M. 647-930-6688.
https://www.miaohelaw.ca/en/ajax-pickering-chinese-family-lawyer/	Chinese Family Lawyer Ajax Pickering | Separation Agreement · Durham Region | Miao He	Miao He serves Chinese-Canadian families in Ajax and Pickering — separation agreements, property division, child custody, Durham Region family court. Mandarin, no interpreter. 647-930-6688.
https://www.miaohelaw.ca/en/blog/child-custody-ontario-chinese/	Child Custody and Parenting Time in Ontario: A Practical Guide	Ontario replaced
https://www.miaohelaw.ca/en/blog/child-taken-to-china-ontario/	My Child Has Been Taken to China: What Can I Do?	China is not a member of the Hague Convention on child abduction, which makes international child recovery extremely difficult. Miao He explains your legal options if your child has been taken to China without consent.
https://www.miaohelaw.ca/en/blog/china-canada-divorce-judgment-recognition/	China–Canada Divorce Judgments: Recognition & Strategy	Chinese divorce judgments need separate Canadian recognition. Canadian judgments cannot divide Chinese property. Wrong forum: judgment but no asset.
https://www.miaohelaw.ca/en/blog/chinese-divorce-property-gift-loan-trust-ontario/	Chinese-Canadian Divorce and Property Division: Parent Gifts vs. Loans, Trusts, and Ontario Case Law	In Toronto and Ontario family files, parent contributions to down payments and mortgages often trigger a core dispute: gift or loan? This article outlines the Barber v. Magee framework, trust issues, matrimonial home sale orders, and imputed income in context.
https://www.miaohelaw.ca/en/blog/common-law-vs-divorce-ontario/	Common-Law Relationships vs. Marriage in Ontario: Key Legal Differences	Common-law partners in Ontario do not have the same property rights as married spouses. Miao He explains the key differences and why legal planning matters for couples who live together without marrying.
https://www.miaohelaw.ca/en/blog/costs-award-divorce-ontario/	When Will a Court Order the Other Party to Pay Your Legal Costs in Ontario?	Costs awards in family law cases are more common than many people realize. Miao He explains when Ontario courts order one party to pay the other
https://www.miaohelaw.ca/en/blog/cross-border-assets-divorce-ontario/	Dividing Assets Between Canada and China in an Ontario Divorce	When a marriage involves property in both Canada and China, the divorce becomes significantly more complex. Miao He explains how Ontario courts handle cross-border assets and why dual-licensed representation matters.
https://www.miaohelaw.ca/en/blog/default-judgment-divorce-ontario/	What Happens If Your Spouse Doesn't Respond to Your Ontario Divorce Application?	A spouse who refuses to participate cannot stop a divorce. Miao He explains the default process in Ontario family court and what a petitioner can expect when the other party does not respond.
https://www.miaohelaw.ca/en/blog/dissipation-of-assets/	What Happens If Your Spouse Wastes or Hides Assets During a Divorce?	If a spouse deliberately dissipates, hides, or transfers assets to defeat the equalization claim, Ontario courts have tools to address it. Miao He explains what dissipation is and how to respond.
https://www.miaohelaw.ca/en/blog/electronic-evidence-ontario-family-court/	WeChat, Bank Screenshots & Recordings as Evidence in Ontario Family Court	Can WeChat messages, bank screenshots, or recordings be used as evidence in Ontario family court? Yes — but only with conditions. Authentication is the hardest hurdle: all evidence must be introduced through witness testimony unless both sides consent. Miao He explains admissibility rules, the China vs Canada evidence gap, and five practical steps to get your electronic evidence into court.
https://www.miaohelaw.ca/en/blog/expert-witness-chinese-marriage-law-ontario/	Chinese Marriage Law as Evidence in Ontario Courts: The Role of an Expert Witness	When an Ontario court needs to determine the validity of a Chinese marriage, divorce, or property arrangement, it may require expert evidence on Chinese law. Miao He is qualified as an Expert Witness in Chinese family law.
https://www.miaohelaw.ca/en/blog/high-net-worth-divorce-ontario/	High-Net-Worth Divorce in Ontario: Key Issues and Strategies	When significant assets are at stake, the stakes of every decision are higher. Miao He explains the distinctive challenges of high-net-worth divorce in Ontario, from business valuations to offshore assets.
https://www.miaohelaw.ca/en/blog/how-to-choose-markham-family-lawyer/	How to Choose a Good Markham Family Lawyer: Someone Who Hears You—and Protects What Matters	Across Ontario—and especially from a Markham office—strong family counsel balances empathy with hourly-rate discipline: listening for what you cannot quite say, stopping costly repetition, and translating usable facts into admissible courtroom narrative. Miao He explains how to assess fit before you lock into a strategy.
https://www.miaohelaw.ca/en/blog/how-to-choose-toronto-chinese-divorce-lawyer/	How to Choose the Best Chinese Divorce Lawyer in Toronto	Across Toronto, Markham, Richmond Hill, Scarborough, and Ontario generally, divorce files differ sharply. Miao He explains why consulting multiple counsel matters, what to listen for in a consult, and how to match lawyer skills to your case structure.
https://www.miaohelaw.ca/en/blog/imputed-income-child-support-ontario/	Imputed Income and Child Support in Ontario: What You Need to Know	If a parent earns less than they should, or hides income, a court can impute income for child support purposes. Miao He explains how imputed income works and how to challenge it.
https://www.miaohelaw.ca/en/blog/imputed-income-spousal-support-ontario/	Imputed Income and Spousal Support in Ontario: Ability to Pay Beyond the T4	Child-support cases often feature imputed income, but spousal support turns on the payor’s real ability to pay too. Miao He explains when Ontario courts may impute income for SSAG inputs—deliberate under-employment, business structures, and lifestyle mismatch—and how evidence is tested.
https://www.miaohelaw.ca/en/blog/	Blog | Miao He — Ontario Family Law Lawyer | Divorce · Custody · Property	Ontario family law articles by Miao He: divorce, child custody, property division, marriage contracts, cross-border assets. Bilingual Mandarin and English. 647-930-6688.
https://www.miaohelaw.ca/en/blog/net-family-property-ontario/	Understanding Net Family Property (NFP) in Ontario	NFP is the foundation of property division in Ontario divorce law. Miao He explains how it is calculated, what is included and excluded, and how the equalization payment is determined.
https://www.miaohelaw.ca/en/blog/new-immigrant-divorce-ontario/	Can New Immigrants Get Divorced in Ontario?	Immigration status does not affect your right to divorce in Ontario. Miao He explains the residency requirements, what documents you need, and common concerns for newcomers going through separation.
https://www.miaohelaw.ca/en/blog/no-fault-divorce-domestic-violence-ontario/	Ontario Has No-Fault Divorce — Does Domestic Violence Still Affect the Outcome?	Most Ontario divorces rely on one-year separation, but family violence is not a legal non-issue. This article explains how domestic abuse can still shape parenting orders, exclusive possession of the matrimonial home, interim relief, and credibility — and where restraining orders fit in.
https://www.miaohelaw.ca/en/blog/ontario-divorce-five-myths/	Mistakes People Make About Ontario Divorce: Separation, Support, and Parenting Time	Five mistakes people make about Ontario divorce — the one-year rule, separation under one roof, CRA vs family law, parenting without income, and why child support cannot be traded for parenting time.
https://www.miaohelaw.ca/en/blog/ontario-divorce-property-division/	How Is Property Divided in an Ontario Divorce?	Ontario does not split everything 50/50. Miao He explains the equalization of net family property system, what counts, what
https://www.miaohelaw.ca/en/blog/ontario-divorce-timeline-2026/	How Long Does a Divorce Take in Ontario? (2026 Guide)	Timelines vary widely depending on whether the divorce is contested or uncontested. Miao He walks through what to expect at each stage of an Ontario divorce in 2026.
https://www.miaohelaw.ca/en/blog/ontario-family-court-procedures-regional-differences/	Ontario Family Law: Why the 'Standard' Roadmap Is Not Enough — How Toronto, Newmarket, Ottawa & North Bay Courts Actually Differ	Family Law Rules set out a standard path, but filing steps, service order, first case conference expectations, trial scheduling, and in-person vs virtual hearings can differ by courthouse. Miao He explains why local practice matters for self-represented litigants and junior counsel in Ontario.
https://www.miaohelaw.ca/en/blog/ontario-restraining-order-chinese-family/	Restraining Orders in Ontario: Emergency Legal Protection for Chinese Families Facing Domestic Violence	A practical guide to Ontario restraining orders for Chinese-Canadian families facing domestic violence—urgent motion procedure, evidence requirements, immigration and child protection concerns.
https://www.miaohelaw.ca/en/blog/ontario-spousal-support-ssag-imputed-income-misconceptions/	Ontario Spousal Support: Why SSAG Is Not Mandatory and Imputed Income Matters	Spousal support in Ontario follows a different logic than child support. SSAG provides advisory ranges, not mandatory amounts. The payor
https://www.miaohelaw.ca/en/blog/ontario-vs-china-child-spousal-support-comparison/	Child & Spousal Support: Why Ontario Differs from China	Ontario calculates child support using the Federal Child Support Guidelines based on the payor
https://www.miaohelaw.ca/en/blog/page/2/	Blog · Page 2 | Miao He — Ontario Family Law Lawyer	Ontario family law blog by Miao He — page 2 of 4. 34 articles on divorce, custody, property, and more.
https://www.miaohelaw.ca/en/blog/page/3/	Blog · Page 3 | Miao He — Ontario Family Law Lawyer	Ontario family law blog by Miao He — page 3 of 4. 34 articles on divorce, custody, property, and more.
https://www.miaohelaw.ca/en/blog/page/4/	Blog · Page 4 | Miao He — Ontario Family Law Lawyer	Ontario family law blog by Miao He — page 4 of 4. 34 articles on divorce, custody, property, and more.
https://www.miaohelaw.ca/en/blog/prenuptial-agreement-ontario-2026/	Prenuptial Agreements in Ontario (2026): What You Need to Know	Thinking about a marriage contract before your wedding? Miao He explains what a prenuptial agreement can and cannot do in Ontario, and what makes it enforceable.
https://www.miaohelaw.ca/en/blog/prenuptial-agreement-validity-ontario/	Is Your Marriage Contract Valid? What Ontario Courts Look For	A marriage contract can be set aside if it does not meet Ontario
https://www.miaohelaw.ca/en/blog/separation-agreement-validity-ontario/	Can a Separation Agreement Be Overturned in Ontario?	A signed separation agreement is binding — but it can be challenged if signed under duress, without independent legal advice, or without financial disclosure. Miao He explains when it holds and when it can be set aside.
https://www.miaohelaw.ca/en/blog/separation-agreement-vs-divorce-ontario/	Separation Agreement vs. Divorce in Ontario: What's the Difference?	Many couples in Ontario separate without immediately divorcing. Miao He explains the legal difference between a separation agreement and a divorce order, and why both may be necessary.
https://www.miaohelaw.ca/en/blog/separation-date-vs-divorce-date-ontario/	Separation Date vs. Divorce Date in Ontario: Why the Difference Matters	The date of separation and the date of divorce are not the same — and confusing them can have serious financial consequences. Miao He explains what each date means and why accurate identification matters.
https://www.miaohelaw.ca/en/blog/separation-vs-divorce-ontario/	Separation vs. Divorce in Canada: Key Legal Differences	Separation is factual; divorce is a court order. Separate under one roof — no paperwork. 90-day rule governs reconciliation. Years apart never end a marriage.
https://www.miaohelaw.ca/en/blog/spousal-child-support-ontario/	Spousal Support and Child Support in Ontario: How Are They Calculated?	Child support is mandatory and formula-based. Spousal support depends on multiple factors. Miao He explains how each is calculated and what to expect in an Ontario divorce.
https://www.miaohelaw.ca/en/blog/toronto-divorce-lawyer-fees-3000-vs-30000/	Toronto Divorce Lawyer Fees Explained: From About $3,000 to $30,000 — What You Are Actually Paying For	Uncontested divorce packages vs hourly billing in Ontario: six-minute units, court filing fees, tariff assessments, and retainers — why Toronto divorce lawyer costs vary so widely, and how to budget before you instruct counsel.
https://www.miaohelaw.ca/en/brampton-chinese-family-lawyer/	Chinese Family Lawyer Brampton | Divorce · DV Protection · Custody | Miao He	Miao He serves Chinese-Canadian families in Brampton — townhouse property division, emergency protection orders, unilateral divorce, child custody. Mandarin, no interpreter. 647-930-6688.
https://www.miaohelaw.ca/en/case-results/	Case Results | Miao He — Ontario Family Law Lawyer | Real Outcomes	Real case results by Miao He: cross-border asset recovery, divorce litigation, custody, property division. Yang v. Li 2024 ONSC 4801, Li v. Jiang 2026 ONSC 561. 647-930-6688.
https://www.miaohelaw.ca/en/contact/	Contact Miao He — Chinese Family Lawyer Toronto | Mandarin Divorce Lawyer GTA	Book a consultation with Miao He, Ontario &#38; China dual-licensed family lawyer in Markham. Serving Chinese-Canadian clients across GTA in Mandarin &#38; English. 30 min · $220+HST · 647-930-6688.
https://www.miaohelaw.ca/en/family-law/child-custody/	Child Custody Lawyer Toronto | Ontario Family Law | Miao He	Child custody disputes in Ontario — primary caregiver recognition, CAS response, emergency motions, parenting time after criminal charges. Chinese family lawyer serving Toronto, Markham, Richmond Hill, Mississauga. Mandarin &#38; English. 647-930-6688.
https://www.miaohelaw.ca/en/family-law/cross-border-assets/	Cross-Border Asset Divorce Lawyer | China & Canada | Miao He — Ontario Family Law	Dual-licensed in Ontario and China. Divorce involving Chinese real estate, offshore accounts, company shares? Miao He traces assets, prevents transfers, and maximizes your Ontario property division. Chinese divorce lawyer serving Toronto, Markham, GTA. 647-930-6688.
https://www.miaohelaw.ca/en/family-law/divorce-litigation/	Divorce Litigation Lawyer | Ontario Family Law | Miao He	Divorce litigation is strategy, not brute force. Miao He brings 15+ years of courtroom experience to help clients navigate Ontario family court — knowing when to push, when to negotiate, and how to control costs. 647-930-6688.
https://www.miaohelaw.ca/en/family-law/domestic-contracts/	Marriage Contract · Separation Agreement · Prenup Lawyer Ontario | Miao He	A domestic contract drafted by a litigator is built to hold up in court. Miao He drafts and reviews marriage contracts, separation agreements, and cohabitation agreements for Chinese-Canadian families. Mandarin &#38; English. 647-930-6688.
https://www.miaohelaw.ca/en/family-law/	Family Law Services | Miao He — Ontario & China Dual-Licensed Lawyer	Overview of Ontario family law services by Miao He: divorce litigation, cross-border asset division, child custody, support, domestic contracts, common-law rights, mediation, and smart advocacy. Dual-licensed in Ontario and China. 647-930-6688.
https://www.miaohelaw.ca/en/family-law/mediation/	Family Law Mediation & Arbitration Lawyer Ontario | ADR | Miao He	Mediation and arbitration in Ontario family law — strategic settlement, recognizing delay tactics, when to switch to litigation. Litigator-mediator perspective. Mandarin &#38; English. 647-930-6688.
https://www.miaohelaw.ca/en/family-law/support/	Child Support & Spousal Support Lawyer Ontario | Imputed Income | Miao He	Child support and spousal support in Ontario — imputed income, self-employment attribution, hidden income investigation, FRO enforcement. Chinese family lawyer serving Toronto and GTA. Mandarin &#38; English. 647-930-6688.
https://www.miaohelaw.ca/en/faq/assets-china-divorce-ontario/	How are assets in China handled in an Ontario divorce? | Miao He — Ontario Family Law	Ontario equalization of net family property applies to worldwide assets, including Chinese real estate, bank accounts, and business interests. Tracing and enforcing judgments on overseas assets involves both legal systems. A lawyer licensed in both Ontario and China is essential for cross-border cases.
https://www.miaohelaw.ca/en/faq/book-consultation-miao-he/	How do I book a consultation with Miao He? | Miao He — Ontario Family Law	Call 647-930-6688 or email miao@miaohelaw.ca. Consultations are 30 minutes at $220 + HST, conducted in Mandarin or English, in person at the Markham office or by video. There is no obligation to retain after the consultation.
https://www.miaohelaw.ca/en/faq/can-you-reconcile-after-divorce/	Can you change your mind after a divorce is granted? | Miao He — Ontario Family Law	No. Once a Divorce Order is issued, the marriage is permanently ended in law. If the parties later wish to resume their relationship as spouses, they must register a completely new marriage — the same process as marrying for the first time. There is no such thing as a reinstatement of the prior marriage.
